brgy,municity,prov,score
TALAVERA,TOLEDO,CEBU,1.00
ILIHAN,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
LURAY II,TOLEDO,CEBU,1.00
BATO,TOLEDO,CEBU,1.00
BATO,TOLEDO,CEBU,0.82
TALAVERA,TOLEDO,CEBU,1.00
ILIHAN,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
,,,
ALEGRIA,TUBURAN,CEBU,1.00
AMATUGAN,TUBURAN,CEBU,1.00
ANTIPOLO,TUBURAN,CEBU,1.00
APALAN,TUBURAN,CEBU,1.00
BAGASAWE,TUBURAN,CEBU,1.00
BAKYAWAN,TUBURAN,CEBU,1.00
BANGKITO,TUBURAN,CEBU,1.00
BULWANG,TUBURAN,CEBU,1.00
CARMELO,TUBURAN,CEBU,1.00
CARIDAD,TUBURAN,CEBU,1.00
COLONIA,TUBURAN,CEBU,1.00
COGON,TUBURAN,CEBU,1.00
DAAN LUNGSOD,TUBURAN,CEBU,1.00
FORTALIZA,TUBURAN,CEBU,1.00
GA-ANG,TUBURAN,CEBU,1.00
GIMAMA-A,TUBURAN,CEBU,1.00
JAGBUAYA,TUBURAN,CEBU,1.00
KABANGKALAN,TUBURAN,CEBU,1.00
KABKABAN,TUBURAN,CEBU,1.00
KAGBA-O,TUBURAN,CEBU,1.00
KALANGAHAN,TUBURAN,CEBU,1.00
KANSI,TUBURAN,CEBU,1.00
KAN-AN,TUBURAN,CEBU,1.00
KAMANSI,TUBURAN,CEBU,1.00
KAMPOOT,TUBURAN,CEBU,1.00
KANLUNSING,TUBURAN,CEBU,1.00
KAORASAN,TUBURAN,CEBU,1.00
LIBO,TUBURAN,CEBU,1.00
LUSONG,TUBURAN,CEBU,1.00
MACUPA,TUBURAN,CEBU,1.00
MAGHAN-AY,TUBURAN,CEBU,1.00
MAG-ANTOY,TUBURAN,CEBU,1.00
MAG-ATUBANG,TUBURAN,CEBU,1.00
MAG-ALWA,TUBURAN,CEBU,1.00
MANGGA,TUBURAN,CEBU,1.00
MARMOL,TUBURAN,CEBU,1.00
MOLOBOLO,TUBURAN,CEBU,1.00
MONTEALEGRE,TUBURAN,CEBU,1.00
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
PUTAT,TUBURAN,CEBU,1.00
SANDAYONG,TUBURAN,CEBU,1.00
SAN JUAN,TUBURAN,CEBU,1.00
SIOTES,TUBURAN,CEBU,1.00
LIBO,TUBURAN,CEBU,0.78
SUMON,TUBURAN,CEBU,1.00
TOMINJAO,TUBURAN,CEBU,1.00
TOMUGPA,TUBURAN,CEBU,1.00
ALEGRIA,TUBURAN,CEBU,1.00
AMATUGAN,TUBURAN,CEBU,1.00
AMATUGAN,TUBURAN,CEBU,1.00
ANTIPOLO,TUBURAN,CEBU,1.00
ANTIPOLO,TUBURAN,CEBU,1.00
APALAN,TUBURAN,CEBU,1.00
APALAN,TUBURAN,CEBU,1.00
BAGASAWE,TUBURAN,CEBU,1.00
BAGASAWE,TUBURAN,CEBU,1.00
BAKYAWAN,TUBURAN,CEBU,1.00
BANGKITO,TUBURAN,CEBU,1.00
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
BULWANG,TUBURAN,CEBU,1.00
CARIDAD,TUBURAN,CEBU,1.00
CARMELO,TUBURAN,CEBU,1.00
COGON,TUBURAN,CEBU,1.00
COLONIA,TUBURAN,CEBU,1.00
COLONIA,TUBURAN,CEBU,1.00
DAAN LUNGSOD,TUBURAN,CEBU,0.95
FORTALIZA,TUBURAN,CEBU,1.00
GA-ANG,TUBURAN,CEBU,1.00
GIMAMA-A,TUBURAN,CEBU,0.96
GIMAMA-A,TUBURAN,CEBU,0.96
JAGBUAYA,TUBURAN,CEBU,1.00
KABANGKALAN,TUBURAN,CEBU,1.00
KABANGKALAN,TUBURAN,CEBU,1.00
KABKABAN,TUBURAN,CEBU,1.00
KAGBA-O,TUBURAN,CEBU,1.00
KALANGAHAN,TUBURAN,CEBU,1.00
KALANGAHAN,TUBURAN,CEBU,1.00
KAMANSI,TUBURAN,CEBU,1.00
KAMPOOT,TUBURAN,CEBU,1.00
KAN-AN,TUBURAN,CEBU,0.93
KANLUNSING,TUBURAN,CEBU,1.00
KANSI,TUBURAN,CEBU,1.00
KAORASAN,TUBURAN,CEBU,1.00
LIBO,TUBURAN,CEBU,1.00
LUSONG,TUBURAN,CEBU,1.00
LUSONG,TUBURAN,CEBU,1.00
MACUPA,TUBURAN,CEBU,1.00
MAG-ALWA,TUBURAN,CEBU,0.94
MAG-ANTOY,TUBURAN,CEBU,0.95
MAG-ATUBANG,TUBURAN,CEBU,0.95
MAGHAN-AY,TUBURAN,CEBU,0.95
MANGGA,TUBURAN,CEBU,1.00
MARMOL,TUBURAN,CEBU,1.00
MOLOBOLO,TUBURAN,CEBU,1.00
MOLOBOLO,TUBURAN,CEBU,1.00
MONTEALEGRE,TUBURAN,CEBU,1.00
MONTEALEGRE,TUBURAN,CEBU,1.00
PUTAT,TUBURAN,CEBU,1.00
PUTAT,TUBURAN,CEBU,1.00
SAN JUAN,TUBURAN,CEBU,1.00
SANDAYONG,TUBURAN,CEBU,1.00
BARANGAY I,TUBURAN,CEBU,0.92
BARANGAY I,TUBURAN,CEBU,0.92
SIOTES,TUBURAN,CEBU,1.00
SUMON,TUBURAN,CEBU,1.00
TOMINJAO,TUBURAN,CEBU,1.00
TOMINJAO,TUBURAN,CEBU,1.00
TOMUGPA,TUBURAN,CEBU,1.00
,TUDELA,CEBU,1.00
,TUDELA,CEBU,1.00
,TUDELA,CEBU,1.00
,,NEGROS ORIENTAL,1.00
,,NEGROS ORIENTAL,1.00
,,NEGROS ORIENTAL,1.00
,,NEGROS ORIENTAL,1.00
POBLACION,AYUQUITAN,NEGROS ORIENTAL,1.00
POBLACION,AYUQUITAN,NEGROS ORIENTAL,1.00
POBLACION,AYUQUITAN,NEGROS ORIENTAL,1.00
POBLACION,AYUQUITAN,NEGROS ORIENTAL,1.00
TANDAYAG,AYUQUITAN,NEGROS ORIENTAL,1.00
MAG-ABO,AYUQUITAN,NEGROS ORIENTAL,0.94
TAMBOJANGIN,AYUQUITAN,NEGROS ORIENTAL,1.00
JUGNO,AYUQUITAN,NEGROS ORIENTAL,1.00
JUGNO,AYUQUITAN,NEGROS ORIENTAL,1.00
POBLACION,AYUNGON,NEGROS ORIENTAL,1.00
POBLACION,AYUNGON,NEGROS ORIENTAL,1.00
WEST POBLACION,BACONG,NEGROS ORIENTAL,1.00
WEST POBLACION,BACONG,NEGROS ORIENTAL,1.00
SAN MIGUEL,BACONG,NEGROS ORIENTAL,1.00
SAN MIGUEL,BACONG,NEGROS ORIENTAL,1.00
BANILAD,BACONG,NEGROS ORIENTAL,1.00
BANILAD,BACONG,NEGROS ORIENTAL,1.00
ISUGAN,BACONG,NEGROS ORIENTAL,1.00
SACSAC,BACONG,NEGROS ORIENTAL,1.00
SACSAC,BACONG,NEGROS ORIENTAL,1.00
TUBOD,BACONG,NEGROS ORIENTAL,1.00
CALANGAG,BACONG,NEGROS ORIENTAL,1.00
TIMBAO,BACONG,NEGROS ORIENTAL,1.00
TIMBANGA,BACONG,NEGROS ORIENTAL,1.00
BUNTOD,BACONG,NEGROS ORIENTAL,1.00
WEST POBLACION,BACONG,NEGROS ORIENTAL,1.00
WEST POBLACION,BACONG,NEGROS ORIENTAL,1.00
SAN MIGUEL,BACONG,NEGROS ORIENTAL,1.00
SAN MIGUEL,BACONG,NEGROS ORIENTAL,1.00
BANILAD,BACONG,NEGROS ORIENTAL,1.00
,,,
ISUGAN,BACONG,NEGROS ORIENTAL,1.00
SACSAC,BACONG,NEGROS ORIENTAL,1.00
SACSAC,BACONG,NEGROS ORIENTAL,1.00
TUBOD,BACONG,NEGROS ORIENTAL,1.00
CALANGAG,BACONG,NEGROS ORIENTAL,1.00
TIMBAO,BACONG,NEGROS ORIENTAL,1.00
TIMBANGA,BACONG,NEGROS ORIENTAL,1.00
BUNTOD,BACONG,NEGROS ORIENTAL,1.00
,,,
,,,
,,,
,,,
,,,
OKIOT,BAIS,NEGROS ORIENTAL,1.00
OKIOT,BAIS,NEGROS ORIENTAL,1.00
LO-OC,BAIS,NEGROS ORIENTAL,1.00
,,,
,,,
,,,
OKIOT,BAIS,NEGROS ORIENTAL,1.00
OKIOT,BAIS,NEGROS ORIENTAL,1.00
LO-OC,BAIS,NEGROS ORIENTAL,1.00
LA PAZ,BAIS,NEGROS ORIENTAL,0.93
TAGPO,BAIS,NEGROS ORIENTAL,1.00
CAMBANJAO,BAIS,NEGROS ORIENTAL,1.00
CAMBUILAO,BAIS,NEGROS ORIENTAL,1.00
PANALA-AN,BAIS,NEGROS ORIENTAL,0.95
DANSULAN,BAIS,NEGROS ORIENTAL,1.00
KATACGAHAN,BAIS,NEGROS ORIENTAL,1.00
OLYMPIA,BAIS,NEGROS ORIENTAL,1.00
TAMISU,BAIS,NEGROS ORIENTAL,1.00
MANLIPAC,BAIS,NEGROS ORIENTAL,1.00
TAGPO,BAIS,NEGROS ORIENTAL,1.00
TANGCULOGAN,BAIS,NEGROS ORIENTAL,1.00
TALUNGON,BAIS,NEGROS ORIENTAL,1.00
BASAK,BAIS,NEGROS ORIENTAL,1.00
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
CABANLUTAN,BAIS,NEGROS ORIENTAL,1.00
CALASGA-AN,BAIS,NEGROS ORIENTAL,0.95
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
CAMBAGUIO,BAIS,NEGROS ORIENTAL,1.00
CAPINAHAN,BAIS,NEGROS ORIENTAL,0.95
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
CANLARGO,BAIS,NEGROS ORIENTAL,1.00
LONOY,BAIS,NEGROS ORIENTAL,1.00
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
MABUNAO,BAIS,NEGROS ORIENTAL,1.00
PANALA-AN,BAIS,NEGROS ORIENTAL,0.95
MANSANGABAN,BAIS,NEGROS ORIENTAL,1.00
OKIOT,BAIS,NEGROS ORIENTAL,1.00
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
PANALA-AN,BAIS,NEGROS ORIENTAL,0.95
PANAM-ANGAN,BAIS,NEGROS ORIENTAL,0.95
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
LONOY,BAIS,NEGROS ORIENTAL,1.00
LONOY,BAIS,NEGROS ORIENTAL,1.00
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
SAB-AHAN,BAIS,NEGROS ORIENTAL,0.94
CALASGA-AN,BAIS,NEGROS ORIENTAL,0.95
CABANLUTAN,BAIS,NEGROS ORIENTAL,1.00
PANALA-AN,BAIS,NEGROS ORIENTAL,0.95
LONOY,BAIS,NEGROS ORIENTAL,1.00
CAMBAGAHAN,BAIS,NEGROS ORIENTAL,1.00
MANSANGABAN,BAIS,NEGROS ORIENTAL,1.00
TAMISU,BAIS,NEGROS ORIENTAL,1.00
OLYMPIA,BAIS,NEGROS ORIENTAL,1.00
MANLIPAC,BAIS,NEGROS ORIENTAL,1.00
TAGPO,BAIS,NEGROS ORIENTAL,1.00
TANGCULOGAN,BAIS,NEGROS ORIENTAL,1.00
BARANGAY I,BAIS,NEGROS ORIENTAL,1.00
BARANGAY I,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
,BAIS,NEGROS ORIENTAL,1.00
POBLACION,BASAY,NEGROS ORIENTAL,1.00
OLANDAO,BASAY,NEGROS ORIENTAL,1.00
BAL-OS,BASAY,NEGROS ORIENTAL,0.93
BONGALONAN,BASAY,NEGROS ORIENTAL,1.00
LINANTAYAN,BASAY,NEGROS ORIENTAL,1.00
CABATUANAN,BASAY,NEGROS ORIENTAL,1.00
NAGBO-ALAO,BASAY,NEGROS ORIENTAL,1.00
CABALAYONGAN,BASAY,NEGROS ORIENTAL,1.00
ACTIN,BASAY,NEGROS ORIENTAL,1.00
POBLACION,BASAY,NEGROS ORIENTAL,1.00
MAGLINAO,BASAY,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
PAGATBAN,TULONG,NEGROS ORIENTAL,1.00
PAGATBAN,TULONG,NEGROS ORIENTAL,1.00
POBLACION,TULONG,NEGROS ORIENTAL,1.00
UBOS POB.,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
MANINIHON,TULONG,NEGROS ORIENTAL,1.00
MANINIHON,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
BANGA,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
NANGKA,TULONG,NEGROS ORIENTAL,1.00
PAGATBAN,TULONG,NEGROS ORIENTAL,1.00
PAGATBAN,TULONG,NEGROS ORIENTAL,1.00
POBLACION,TULONG,NEGROS ORIENTAL,1.00
UBOS POB.,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
VILLAREAL,TULONG,NEGROS ORIENTAL,1.00
MANINIHON,TULONG,NEGROS ORIENTAL,1.00
MANINIHON,TULONG,NEGROS ORIENTAL,1.00
MALABUGAS,TULONG,NEGROS ORIENTAL,1.00
POBLACION,BINDOY PAYABON,NEGROS ORIENTAL,1.00
TINAOGAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
TINAOGAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
CANLUTO,BINDOY PAYABON,NEGROS ORIENTAL,1.00
MATOBATO,BINDOY PAYABON,NEGROS ORIENTAL,1.00
MALAGA,BINDOY PAYABON,NEGROS ORIENTAL,1.00
PANGALAYCAYAN,BINDOY PAYABON,NEGROS ORIENTAL,0.96
BATANGAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
NALUNDAN,BINDOY PAYABON,NEGROS ORIENTAL,0.93
NALUNDAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
CABCABAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
CABCABAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
MANSEJE,BINDOY PAYABON,NEGROS ORIENTAL,1.00
DANAWAN,BINDOY PAYABON,NEGROS ORIENTAL,0.93
DANAO,BINDOY PAYABON,NEGROS ORIENTAL,1.00
TAGAYTAY,BINDOY PAYABON,NEGROS ORIENTAL,1.00
BULOD,BINDOY PAYABON,NEGROS ORIENTAL,1.00
ATOTES,BINDOY PAYABON,NEGROS ORIENTAL,1.00
PENAHAN,BINDOY PAYABON,NEGROS ORIENTAL,1.00
NAGCASUNOG,BINDOY PAYABON,NEGROS ORIENTAL,1.00
PANUBIGAN,CANLAON,NEGROS ORIENTAL,1.00
PANUBIGAN,CANLAON,NEGROS ORIENTAL,1.00
MABIGO,CANLAON,NEGROS ORIENTAL,1.00
PANUBIGAN,CANLAON,NEGROS ORIENTAL,1.00
MABIGO,CANLAON,NEGROS ORIENTAL,1.00
LINOTHANGAN,CANLAON,NEGROS ORIENTAL,1.00
MASULOG,CANLAON,NEGROS ORIENTAL,1.00
MASULOG,CANLAON,NEGROS ORIENTAL,1.00
WEST BUDLASAN,CANLAON,NEGROS ORIENTAL,1.00
BUCALAN EAST BUDSALAN,CANLAON,NEGROS ORIENTAL,1.00
BAYOG,CANLAON,NEGROS ORIENTAL,1.00
LUMAPAO,CANLAON,NEGROS ORIENTAL,1.00
NINOY AQUINO,CANLAON,NEGROS ORIENTAL,1.00
MALAIBA,CANLAON,NEGROS ORIENTAL,1.00
PULA,CANLAON,NEGROS ORIENTAL,1.00
BINALBAGAN,CANLAON,NEGROS ORIENTAL,1.00
POBLACION 3,DAUIN,NEGROS ORIENTAL,0.93
APO ISLAND,DAUIN,NEGROS ORIENTAL,1.00
APO ISLAND,DAUIN,NEGROS ORIENTAL,1.00
BAGACAY,DAUIN,NEGROS ORIENTAL,1.00
BASLAY,DAUIN,NEGROS ORIENTAL,1.00
BULAK,DAUIN,NEGROS ORIENTAL,1.00
BUNGA,DAUIN,NEGROS ORIENTAL,1.00
CASILE,DAUIN,NEGROS ORIENTAL,1.00
CASILE,DAUIN,NEGROS ORIENTAL,1.00
MAAYONGTUBIG,DAUIN,NEGROS ORIENTAL,1.00
MAG-ASO,DAUIN,NEGROS ORIENTAL,0.94
MAG-ASO,DAUIN,NEGROS ORIENTAL,0.94
MAGSAYSAY,DAUIN,NEGROS ORIENTAL,1.00
MALONGCAY DACU,DAUIN,NEGROS ORIENTAL,1.00
MALONGCAY DACU,DAUIN,NEGROS ORIENTAL,1.00
MASAPLOD SUR,DAUIN,NEGROS ORIENTAL,1.00
PANUBTUBAN,DAUIN,NEGROS ORIENTAL,1.00
POBLACION 3,DAUIN,NEGROS ORIENTAL,0.93
POBLACION 3,DAUIN,NEGROS ORIENTAL,0.93
TUGAWE,DAUIN,NEGROS ORIENTAL,1.00
POBLACION 3,DAUIN,NEGROS ORIENTAL,0.93
APO ISLAND,DAUIN,NEGROS ORIENTAL,1.00
APO ISLAND,DAUIN,NEGROS ORIENTAL,1.00
BAGACAY,DAUIN,NEGROS ORIENTAL,1.00
BASLAY,DAUIN,NEGROS ORIENTAL,1.00
BULAK,DAUIN,NEGROS ORIENTAL,1.00
BUNGA,DAUIN,NEGROS ORIENTAL,1.00
CASILE,DAUIN,NEGROS ORIENTAL,1.00
CASILE,DAUIN,NEGROS ORIENTAL,1.00
MAAYONGTUBIG,DAUIN,NEGROS ORIENTAL,1.00
MAG-ASO,DAUIN,NEGROS ORIENTAL,0.94
MAG-ASO,DAUIN,NEGROS ORIENTAL,0.94
MAGSAYSAY,DAUIN,NEGROS ORIENTAL,1.00
MALONGCAY DACU,DAUIN,NEGROS ORIENTAL,1.00
MALONGCAY DACU,DAUIN,NEGROS ORIENTAL,1.00
MASAPLOD SUR,DAUIN,NEGROS ORIENTAL,1.00
PANUBTUBAN,DAUIN,NEGROS ORIENTAL,1.00
TUGAWE,DAUIN,NEGROS ORIENTAL,1.00
POBLACION 3,DAUIN,NEGROS ORIENTAL,0.93
,DAUIN,NEGROS ORIENTAL,1.00
TALAY,DUMAGUETE,NEGROS ORIENTAL,1.00
CALINDAGAN,DUMAGUETE,NEGROS ORIENTAL,1.00
TALAY,DUMAGUETE,NEGROS ORIENTAL,1.00
TALAY,DUMAGUETE,NEGROS ORIENTAL,1.00
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
AGLAHUG,JIMALALUD,NEGROS ORIENTAL,1.00
AGUTAYON,JIMALALUD,NEGROS ORIENTAL,1.00
APANANGON,JIMALALUD,NEGROS ORIENTAL,1.00
BAE,JIMALALUD,NEGROS ORIENTAL,1.00
BALA-AS,JIMALALUD,NEGROS ORIENTAL,0.94
BANGCAL,JIMALALUD,NEGROS ORIENTAL,1.00
BANOG,JIMALALUD,NEGROS ORIENTAL,1.00
CABANG,JIMALALUD,NEGROS ORIENTAL,1.00
CAMANDAYON,JIMALALUD,NEGROS ORIENTAL,1.00
CANGHARAY,JIMALALUD,NEGROS ORIENTAL,1.00
,,,
SOUTH POBLACION,JIMALALUD,NEGROS ORIENTAL,1.00
LACAON,JIMALALUD,NEGROS ORIENTAL,1.00
MAHANLUD,JIMALALUD,NEGROS ORIENTAL,1.00
MALABAGO,JIMALALUD,NEGROS ORIENTAL,1.00
MAMBAID,JIMALALUD,NEGROS ORIENTAL,1.00
MONGPONG,JIMALALUD,NEGROS ORIENTAL,1.00
OWACAN,JIMALALUD,NEGROS ORIENTAL,1.00
PACUAN,JIMALALUD,NEGROS ORIENTAL,1.00
AGLAHUG,JIMALALUD,NEGROS ORIENTAL,1.00
AGUTAYON,JIMALALUD,NEGROS ORIENTAL,1.00
APANANGON,JIMALALUD,NEGROS ORIENTAL,1.00
BAE,JIMALALUD,NEGROS ORIENTAL,1.00
BALA-AS,JIMALALUD,NEGROS ORIENTAL,0.94
BANGCAL,JIMALALUD,NEGROS ORIENTAL,1.00
BANOG,JIMALALUD,NEGROS ORIENTAL,1.00
CABANG,JIMALALUD,NEGROS ORIENTAL,1.00
CAMANDAYON,JIMALALUD,NEGROS ORIENTAL,1.00
CANGHARAY,JIMALALUD,NEGROS ORIENTAL,1.00
,,,
SOUTH POBLACION,JIMALALUD,NEGROS ORIENTAL,1.00
LACAON,JIMALALUD,NEGROS ORIENTAL,1.00
MAHANLUD,JIMALALUD,NEGROS ORIENTAL,1.00
MALABAGO,JIMALALUD,NEGROS ORIENTAL,1.00
MAMBAID,JIMALALUD,NEGROS ORIENTAL,1.00
MONGPONG,JIMALALUD,NEGROS ORIENTAL,1.00
OWACAN,JIMALALUD,NEGROS ORIENTAL,1.00
PACUAN,JIMALALUD,NEGROS ORIENTAL,1.00
,LA LIBERTAD,NEGROS ORIENTAL,1.00
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
,LA LIBERTAD,NEGROS ORIENTAL,1.00
,LA LIBERTAD,NEGROS ORIENTAL,1.00
,LA LIBERTAD,NEGROS ORIENTAL,1.00
,LA LIBERTAD,NEGROS ORIENTAL,1.00
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
,LA LIBERTAD,NEGROS ORIENTAL,1.00
ELECIA,LA LIBERTAD,NEGROS ORIENTAL,1.00
TALA-ON,LA LIBERTAD,NEGROS ORIENTAL,0.94
PITOGO,LA LIBERTAD,NEGROS ORIENTAL,1.00
AYA,LA LIBERTAD,NEGROS ORIENTAL,1.00
KANSUMANDIG,LA LIBERTAD,NEGROS ORIENTAL,1.00
NASUNGAN,LA LIBERTAD,NEGROS ORIENTAL,0.96
BUSILAK,LA LIBERTAD,NEGROS ORIENTAL,0.94
BAGTIC,LA LIBERTAD,NEGROS ORIENTAL,1.00
PACUAN,LA LIBERTAD,NEGROS ORIENTAL,1.00
ANINIAW,LA LIBERTAD,NEGROS ORIENTAL,1.00
ELI,LA LIBERTAD,NEGROS ORIENTAL,1.00
GUIHOB,LA LIBERTAD,NEGROS ORIENTAL,1.00
MAMBULOD,LA LIBERTAD,NEGROS ORIENTAL,1.00
MANDAPATON,LA LIBERTAD,NEGROS ORIENTAL,1.00
MANLUMINSAG,LA LIBERTAD,NEGROS ORIENTAL,1.00
MANGHULYAWON,LA LIBERTAD,NEGROS ORIENTAL,0.94
CANGABO,LA LIBERTAD,NEGROS ORIENTAL,1.00
SOLONGON,LA LIBERTAD,NEGROS ORIENTAL,0.96
PANGCA,LA LIBERTAD,NEGROS ORIENTAL,1.00
MAPALASAN,LA LIBERTAD,NEGROS ORIENTAL,1.00
PISONG,LA LIBERTAD,NEGROS ORIENTAL,1.00
MARTILO,LA LIBERTAD,NEGROS ORIENTAL,1.00
MARAGONDONG,LA LIBERTAD,NEGROS ORIENTAL,1.00
TALAYONG,LA LIBERTAD,NEGROS ORIENTAL,1.00
ELI,LA LIBERTAD,NEGROS ORIENTAL,0.72
CANTUPA,LA LIBERTAD,NEGROS ORIENTAL,1.00
SAN JOSE,LA LIBERTAD,NEGROS ORIENTAL,1.00
BIGA-A,LA LIBERTAD,NEGROS ORIENTAL,0.95
,LA LIBERTAD,NEGROS ORIENTAL,1.00
SAMAC,MABINAY,NEGROS ORIENTAL,1.00
PANDANON,MABINAY,NEGROS ORIENTAL,1.00
OLD NAMANGKA,MABINAY,NEGROS ORIENTAL,1.00
INAPOY,MABINAY,NEGROS ORIENTAL,1.00
POBLACION,MABINAY,NEGROS ORIENTAL,1.00
AREBASORE,MABINAY,NEGROS ORIENTAL,1.00
MANLINGAY,MABINAY,NEGROS ORIENTAL,1.00
BULIBULIHAN,MABINAY,NEGROS ORIENTAL,1.00
BUGNAY,MABINAY,NEGROS ORIENTAL,1.00
CAMPANUN-AN,MABINAY,NEGROS ORIENTAL,0.95
LUMBANGAN,MABINAY,NEGROS ORIENTAL,1.00
HIMOCDONGON,MABINAY,NEGROS ORIENTAL,0.94
BULWANG,MABINAY,NEGROS ORIENTAL,1.00
LAMDAS,MABINAY,NEGROS ORIENTAL,1.00
POBLACION,MABINAY,NEGROS ORIENTAL,1.00
LAMDAS,MABINAY,NEGROS ORIENTAL,1.00
SAMAC,MABINAY,NEGROS ORIENTAL,1.00
PANDANON,MABINAY,NEGROS ORIENTAL,1.00
OLD NAMANGKA,MABINAY,NEGROS ORIENTAL,1.00
INAPOY,MABINAY,NEGROS ORIENTAL,1.00
AREBASORE,MABINAY,NEGROS ORIENTAL,1.00
MANLINGAY,MABINAY,NEGROS ORIENTAL,1.00
BULIBULIHAN,MABINAY,NEGROS ORIENTAL,1.00
BUGNAY,MABINAY,NEGROS ORIENTAL,1.00
CAMPANUN-AN,MABINAY,NEGROS ORIENTAL,0.95
LUMBANGAN,MABINAY,NEGROS ORIENTAL,1.00
HIMOCDONGON,MABINAY,NEGROS ORIENTAL,0.94
BULWANG,MABINAY,NEGROS ORIENTAL,1.00
LAMDAS,MABINAY,NEGROS ORIENTAL,1.00
LAMDAS,MABINAY,NEGROS ORIENTAL,1.00
POBLACION,MANJUYOD,NEGROS ORIENTAL,1.00
,MANJUYOD,NEGROS ORIENTAL,1.00
POBLACION,MANJUYOD,NEGROS ORIENTAL,1.00
TUPAS,MANJUYOD,NEGROS ORIENTAL,1.00
